poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,dem,rep,ind
83083,1292,Hart Research Associates/Public Opinion Strategies,132,NBC News,Hart Research Associates/Public Opinion Strategies,221,Hart Research Associates/Public Opinion Strategies,B+,Live Phone,,6/16/23,6/20/23,,"",,174975,1000,rv,,rv,,6/25/23 10:55,"",https://www.nbcnews.com/meet-the-press/first-read/trumps-gop-lead-grows-latest-indictment-poll-finds-rcna90420,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,48.0,46.0,
83050,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online Panel,,6/15/23,6/19/23,,"",,174849,1000,lv,,lv,,6/21/23 12:49,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/06/National-Presentation-RELEASE-6-20-2023.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,41.0,48.0,
83009,294,McLaughlin,1989,America's New Majority Project,McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online Panel,,6/8/23,6/11/23,,"",,174506,2000,lv,,lv,,6/15/23 09:18,"",https://americasnewmajorityproject.com/most-oppose-construction-of-new-3-5-billion-fbi-headquarters/,"",false,REP,9549,2024,U.S. House,,Generic,11/5/24,general,false,40.1,46.4,
82998,356,OnMessage Inc.,1758,Senate Opportunity Fund,OnMessage,239,OnMessage Inc.,B/C,Online Panel,,6/6/23,6/8/23,,"",,174317,800,lv,,lv,,6/13/23 14:09,"",https://senopportunity.org/wp-content/uploads/2023/06/2023-06-43-PUBLIC-DECK-National-SOF.pdf,"",false,REP,9549,2024,U.S. House,,Generic,11/5/24,general,false,42.0,47.0,
82950,1701,NewsNation/Decision Desk HQ,"","",NewsNation,696,NewsNation,B/C,Online Panel,,5/25/23,5/26/23,,"",,174129,1000,rv,,rv,,6/6/23 10:04,"",https://www.newsnationnow.com/polls/newsnation-poll-economy-schools/,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,42.3,42.81,
82902,356,OnMessage Inc.,1758,Senate Opportunity Fund,OnMessage,239,OnMessage Inc.,B/C,Online Panel,,5/24/23,5/25/23,,"",,173842,800,lv,,lv,,5/30/23 16:06,"",https://senopportunity.org/wp-content/uploads/2023/05/2023-05-42-GUNS-PUBLIC-DECK-National-SOF.pdf,"",false,REP,9549,2024,U.S. House,,Generic,11/5/24,general,false,43.0,45.0,
82897,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,A/B,Online Panel,,5/22/23,5/25/23,,"",,173823,1035,lv,,lv,,5/26/23 21:11,"",https://echelonin.wpenginepowered.com/wp-content/uploads/May-2023-Omnibus-Topline-EXTERNAL.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,46.0,
82877,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online Panel,,5/17/23,5/24/23,,"",,173601,1000,lv,,lv,,5/24/23 18:44,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/05/National-May-Presentation-RELEASE-05-24-23.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,41.0,46.0,
82876,1347,Cygnal Political,"","",Cygnal,67,Cygnal,A,Online Panel/Text-to-Web,,5/16/23,5/18/23,,"",,173578,2527,lv,,lv,,5/24/23 17:01,"",https://www.cygn.al/wp-content/uploads/2023/05/Cygnal-May-National-Deck.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,44.9,45.2,
82875,921,Clarity,"","",Clarity Campaign Labs,52,Clarity Campaign Labs,B/C,Online Panel,,5/8/23,5/14/23,,"",,173577,1122,rv,,rv,,5/24/23 17:01,"",https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/646e292e79a67c4836927252/1684941104097/Clarity+Omnibus+Overview+-+May+2023.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,47.0,41.0,
82834,1418,WPA Intelligence,"","",WPA Intelligence,383,WPA Intelligence,B/C,Online Panel,,5/10/23,5/13/23,,"",,173393,782,rv,,rv,,5/22/23 09:47,split sample; asked of those who saw DeSantis at top of ticket,https://projects.fivethirtyeight.com/polls/20230522_US_WPAi.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,47.0,42.0,
82834,1418,WPA Intelligence,"","",WPA Intelligence,383,WPA Intelligence,B/C,Online Panel,,5/10/23,5/13/23,,"",,173401,789,rv,,rv,,5/22/23 15:13,split sample; asked of those who saw Trump at top of ticket,https://projects.fivethirtyeight.com/polls/20230522_US_WPAi.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,44.0,44.0,
82850,294,McLaughlin,1989,America's New Majority Project,McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online Panel,,5/4/23,5/7/23,,"",,173376,2000,lv,,lv,,5/19/23 17:25,"",https://americasnewmajorityproject.com/large-majorities-americans-support-abortion-restrictions/,"",false,REP,9549,2024,U.S. House,,Generic,11/5/24,general,false,40.6,48.4,
82741,1365,Change Research,"","",Change Research,48,Change Research,B-,Online Panel/Text-to-Web,,4/28/23,5/2/23,,"",,173394,1208,rv,,rv,,5/22/23 09:47,"",https://changeresearch.com/post/national-omnibus-poll/,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,44.0,
83079,552,Winston,1312,Winning the Issues,The Winston Group,385,The Winston Group,A/B,Online Panel,,4/28/23,4/30/23,,"",,174969,1000,rv,,rv,,6/23/23 08:49,"",https://www.winningtheissues.org/wp-content/uploads/2023/06/Winning-the-Issues-April-2023-National-Survey.pdf,"",false,REP,9549,2024,U.S. House,,Generic,11/5/24,general,false,43.0,47.0,
82703,356,OnMessage Inc.,1758,Senate Opportunity Fund,OnMessage,239,OnMessage Inc.,B/C,Online Panel,,4/25/23,4/27/23,,"",,172533,800,lv,,lv,,5/1/23 14:54,"",https://senopportunity.org/wp-content/uploads/2023/05/2023-04-41-PUBLIC-DECK-National-SOF.pdf,"",false,REP,9549,2024,U.S. House,,Generic,11/5/24,general,false,43.0,46.0,
82704,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online Panel,,4/24/23,4/27/23,,"",,172547,1000,lv,,lv,,5/1/23 17:05,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/05/National-April-Presentation-1-RELEASE-04-28-23.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,42.0,47.0,
82688,1102,Emerson College Polling Society,"","",Emerson College,88,Emerson College,A-,IVR/Online Panel,,4/24/23,4/25/23,,"",,172460,1100,rv,,rv,,4/27/23 09:09,"",https://emersoncollegepolling.com/strongapril-2023-national-poll-strong-strongbiden-and-trump-on-track-for-2024-rematch-strong/,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,41.8,42.0,
82889,1497,co/efficient,"","",co/efficient,514,co/efficient,B+,,,4/20/23,4/24/23,,"",,173745,1956,lv,,lv,,5/25/23 10:35,"",https://rollcall.com/2023/05/24/left-behind-polling-memo-shows-abortion-hurting-outlook-for-gop/,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,40.0,36.0,
82697,1347,Cygnal Political,"","",Cygnal,67,Cygnal,A,Online Panel/Text-to-Web,,4/18/23,4/20/23,,"",,172491,2500,lv,,lv,,4/27/23 12:29,"",https://www.cygn.al/national-survey-momentum-on-gops-side-as-most-americans-side-with-them-on-the-culture-war/,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,44.0,46.1,
82649,1699,Fabrizio/Impact,276,Wall Street Journal,"Fabrizio, Lee & Associates/Impact Research",694,Fabrizio Lee & Associates/Impact Research,B/C,,,4/11/23,4/17/23,,"",,172168,1500,rv,,rv,,4/21/23 09:20,"",https://www.wsj.com/articles/donald-trump-tops-ron-desantis-in-test-of-gop-presidential-field-wsj-poll-finds-88c84663?st=rpisoqy4w8kbd9a,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,42.0,43.0,
82621,356,OnMessage Inc.,1758,Senate Opportunity Fund,OnMessage,239,OnMessage Inc.,B/C,Online Panel,,4/11/23,4/13/23,,"",,171978,800,lv,,lv,,4/18/23 09:32,"",https://senopportunity.org/wp-content/uploads/2023/04/2023-04-40-PUBLIC-DECK-National-SOF.pdf,"",false,REP,9549,2024,U.S. House,,Generic,11/5/24,general,false,41.0,47.0,
82653,921,Clarity,"","",Clarity Campaign Labs,52,Clarity Campaign Labs,B/C,Online Panel,,4/5/23,4/10/23,,"",,172221,1214,lv,,lv,,4/21/23 15:55,"",https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/643fefe55b617005317c6e68/1681911782464/Clarity+Omnibus+Overview+-+April+2023.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,43.0,
82493,1347,Cygnal Political,"","",Cygnal,67,Cygnal,A,Online Panel/Text-to-Web,,3/26/23,3/27/23,,"",,171514,2550,lv,,lv,,3/31/23 16:12,"",https://www.cygn.al/national-survey-republicans-take-lead-on-generic-ballot-as-many-voting-against-trump-as-for-biden/,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.2,45.8,
82457,356,OnMessage Inc.,1758,Senate Opportunity Fund,OnMessage,239,OnMessage Inc.,B/C,Online Panel,,3/21/23,3/23/23,,"",,171190,800,lv,,lv,,3/27/23 19:25,"",https://senopportunity.org/wp-content/uploads/2023/03/2023-03-39-PUBLIC-DECK-National-SOF.pdf,"",false,REP,9549,2024,U.S. House,,Generic,11/5/24,general,false,42.0,48.0,
82426,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online Panel,,3/16/23,3/20/23,,"",,171023,1000,lv,,lv,,3/22/23 15:26,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/03/National-March-Presentation-RELEASE-03-22-23.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,42.0,46.0,
82358,356,OnMessage Inc.,1758,Senate Opportunity Fund,OnMessage,239,OnMessage Inc.,B/C,Online Panel,,3/7/23,3/9/23,,"",,170629,800,lv,,lv,,3/13/23 15:49,"",https://senopportunity.org/wp-content/uploads/2023/03/2023-03-38-PUBLIC-DECK-National-SOF.pdf,"",false,REP,9549,2024,U.S. House,,Generic,11/5/24,general,false,42.0,48.0,
82452,552,Winston,1312,Winning the Issues,The Winston Group,385,The Winston Group,A/B,,,3/1/23,3/3/23,,"",,171167,1000,rv,,rv,,3/24/23 18:15,"",https://www.winningtheissues.org/wp-content/uploads/2023/03/Winning-the-Issues-March-2023-National-Survey.pdf,"",false,REP,9549,2024,U.S. House,,Generic,11/5/24,general,false,44.0,45.0,
82306,1347,Cygnal Political,"","",Cygnal,67,Cygnal,A,Online Panel/Text-to-Web,,2/24/23,2/27/23,,"",,169585,2424,lv,,lv,,3/3/23 13:29,"",https://www.cygn.al/national-survey-inflation-issue-drops-24-presidential-matchups-and-ukraine-aid-concerns/,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.3,45.4,
82269,1102,Emerson College Polling Society,"","",Emerson College,88,Emerson College,A-,IVR/Online Panel,,2/24/23,2/25/23,,"",,169424,1060,rv,,rv,,2/28/23 10:16,"",https://emersoncollegepolling.com/national-poll-71-of-democratic-voters-think-biden-should-be-2024-nominee/,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,42.7,44.5,
82255,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online Panel,,2/17/23,2/23/23,,"",,169276,1000,lv,,lv,,2/23/23 16:26,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/02/National-February-Presentation-RELEASE-02-23-23-1.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,41.0,48.0,
82252,1697,Bullfinch,"","",The Bullfinch Group,692,The Bullfinch Group,,Live Phone,,2/17/23,2/22/23,,"",,169231,1201,a,,a,,2/23/23 12:34,"",https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q1-nationwide-survey-1,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,42.0,37.0,
82252,1697,Bullfinch,"","",The Bullfinch Group,692,The Bullfinch Group,,Live Phone,,2/17/23,2/22/23,,"",,169232,1001,rv,,rv,,2/23/23 12:34,"",https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q1-nationwide-survey-1,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,44.0,38.0,
82654,921,Clarity,"","",Clarity Campaign Labs,52,Clarity Campaign Labs,B/C,Online Panel,,2/14/23,2/20/23,,"",,172222,2002,lv,,lv,,4/21/23 15:55,"",https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/6409ec4d2df4700a16ec9b5e/1678371918205/Clarity+Omnibus+Overview+-+February+2023.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,42.0,44.0,
82129,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,Online Panel,,2/2/23,2/6/23,,"",,168748,1063,rv,,rv,,2/11/23 19:55,"",https://news.yahoo.com/new-poll-shows-americans-at-odds-over-black-history-222030915.html,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.0,42.0,
82070,1292,Hart Research Associates/Public Opinion Strategies,132,NBC News,Hart Research Associates/Public Opinion Strategies,221,Hart Research Associates/Public Opinion Strategies,B+,Live Phone,,1/20/23,1/24/23,,"",,167734,810,rv,,rv,,1/29/23 13:32,"",https://www.nbcnews.com/meet-the-press/first-read/poll-americans-concerned-biden-documents-trumps-rcna67942?cid=sm_npd_nn_tw_mtp,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,47.0,
82063,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online Panel,,1/19/23,1/24/23,,"",,167669,1000,lv,,lv,,1/26/23 14:50,"",https://mclaughlinonline.com/pols/wp-content/uploads/2023/01/National-January-Presentation-RELEASE-01-24-23.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,42.0,47.0,
82030,1102,Emerson College Polling Society,"","",Emerson College,88,Emerson College,A-,IVR/Online Panel,,1/19/23,1/21/23,,"",,167450,1015,rv,,rv,,1/24/23 09:30,"",https://emersoncollegepolling.com/national-poll-bidens-approval-recovers-two-years-into-term-trump-maintains-lead-over-desantis-in-gop-primary/,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,44.7,42.2,
82049,1347,Cygnal Political,"","",Cygnal,67,Cygnal,A,Online Panel/Text-to-Web,,1/19/23,1/20/23,,"",,167533,2529,lv,,lv,,1/25/23 13:14,"",https://www.cygn.al/national-survey-classified-documents-24-presidential-matchups-and-roe-impact/,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,45.4,
82001,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,Online Panel,,1/12/23,1/16/23,,"",,167295,1029,rv,,rv,,1/20/23 09:37,"",https://www.scribd.com/document/620785183/20230117-yahoo-tabs#,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,46.0,40.0,
81850,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online Panel,,12/9/22,12/14/22,,"",,166421,1000,lv,,lv,,12/15/22 15:40,"",https://mclaughlinonline.com/pols/wp-content/uploads/2022/12/National-December-Presentation-RELEASE-12-14-22.pdf,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,44.0,48.0,
81694,1102,Emerson College Polling Society,"","",Emerson College,88,Emerson College,A-,IVR/Online Panel,,11/18/22,11/19/22,,"",,165625,1380,rv,,rv,,11/22/22 09:57,"",https://emersoncollegepolling.com/national-poll-bidens-approval-recovers-two-years-into-term-trump-maintains-lead-over-desantis-in-gop-primary/,"",false,,9549,2024,U.S. House,,Generic,11/5/24,general,false,45.1,42.9,
